,location,bath,price,BHK,total_sqft_new
5250,Sarjapur  Road,3.0,95.0,3,1700.0
5448,Sarjapur  Road,2.0,65.0,2,1230.0
5564,Sarjapur  Road,3.0,98.0,3,1939.0
5628,Sarjapur  Road,3.0,169.0,3,2556.0
5737,Sarjapur  Road,2.0,45.91,2,984.0
5807,Sarjapur  Road,3.0,122.0,3,1755.0
6069,Sarjapur  Road,3.0,93.5,3,1700.0
6108,Sarjapur  Road,2.0,55.0,2,1060.0
6218,Sarjapur  Road,2.0,98.0,3,1455.0
6496,Sarjapur  Road,3.0,58.0,3,1220.0
6509,Sarjapur  Road,2.0,116.0,3,1660.0
6563,Sarjapur  Road,3.0,108.0,3,1700.0
6618,Sarjapur  Road,3.0,85.0,3,1539.0
6644,Sarjapur  Road,2.0,82.0,3,1489.0
6678,Sarjapur  Road,2.0,75.0,2,1200.0
6860,Sarjapur  Road,3.0,183.0,3,3044.0
6866,Sarjapur  Road,2.0,62.0,3,1163.0
6923,Sarjapur  Road,4.0,158.0,3,3004.0
7054,Sarjapur  Road,2.0,70.0,2,1229.0
7071,Sarjapur  Road,2.0,70.0,2,1342.0
7098,Sarjapur  Road,3.0,110.0,3,1711.0
7254,Sarjapur  Road,3.0,57.0,3,1220.0
7273,Sarjapur  Road,2.0,63.5,2,1050.0
7278,Sarjapur  Road,2.0,49.0,2,1035.0
7280,Sarjapur  Road,3.0,85.0,3,1457.0
7301,Sarjapur  Road,2.0,68.0,2,1350.0
7325,Sarjapur  Road,3.0,70.0,3,1200.0
7364,Sarjapur  Road,2.0,53.99,3,1157.0
7402,Sarjapur  Road,3.0,79.9,3,1700.0
7456,Sarjapur  Road,2.0,55.0,2,984.0
7639,Sarjapur  Road,3.0,105.0,4,1864.0
7671,Sarjapur  Road,2.0,57.84,3,1157.0
7968,Sarjapur  Road,3.0,90.0,4,1800.0
8004,Sarjapur  Road,6.0,385.0,5,7800.0
8040,Sarjapur  Road,2.0,89.0,3,1550.0
8155,Sarjapur  Road,3.0,113.0,3,1691.0
8221,Sarjapur  Road,3.0,90.0,3,1435.0
8376,Sarjapur  Road,2.0,67.0,2,1262.0
8395,Sarjapur  Road,3.0,125.0,3,1826.0
8415,Sarjapur  Road,3.0,116.0,3,1660.0
8439,Sarjapur  Road,2.0,50.0,2,1060.0
8478,Sarjapur  Road,3.0,119.0,3,1830.0
8509,Sarjapur  Road,2.0,45.91,2,984.0
8547,Sarjapur  Road,4.0,101.0,3,1929.0
8774,Sarjapur  Road,2.0,68.0,2,1059.0
8829,Sarjapur  Road,2.0,74.0,3,1157.0
8872,Sarjapur  Road,3.0,118.0,3,1700.0
9081,Sarjapur  Road,3.0,103.0,3,1929.0
9090,Sarjapur  Road,2.0,75.0,2,1308.0
9188,Sarjapur  Road,4.0,95.0,3,1797.0
9273,Sarjapur  Road,3.0,98.0,3,1763.25
9306,Sarjapur  Road,2.0,98.0,3,1550.0
9395,Sarjapur  Road,2.0,75.0,3,1450.0
9396,Sarjapur  Road,3.0,100.0,3,1819.0
9408,Sarjapur  Road,2.0,59.0,2,984.0
9444,Sarjapur  Road,3.0,88.0,3,1489.0
9637,Sarjapur  Road,2.0,75.0,2,1242.0
9799,Sarjapur  Road,3.0,135.0,3,2100.0
9834,Sarjapur  Road,3.0,93.5,3,1700.0
9850,Sarjapur  Road,4.0,110.0,3,1862.0
10013,Sarjapur  Road,3.0,116.0,3,1787.0
10016,Sarjapur  Road,3.0,93.01,3,1691.0
10038,Sarjapur  Road,2.0,56.0,2,1028.0
10156,Sarjapur  Road,4.0,242.0,4,4395.0
10173,Sarjapur  Road,2.0,65.0,3,1181.0
10188,Sarjapur  Road,3.0,100.0,3,1691.0
10206,Sarjapur  Road,2.0,60.55,2,1026.0
10248,Sarjapur  Road,2.0,85.0,2,1350.0
10255,Sarjapur  Road,2.0,72.0,3,1157.0
10293,Sarjapur  Road,2.0,62.0,2,1019.0
10316,Sarjapur  Road,3.0,235.0,4,3418.0
10368,Sarjapur  Road,2.0,55.0,2,1130.0
10481,Sarjapur  Road,2.0,67.38,2,1346.0
10562,Sarjapur  Road,2.0,45.91,2,984.0
10735,Sarjapur  Road,2.0,74.03,2,1346.0
11023,Sarjapur  Road,2.0,68.0,3,1222.0
11050,Sarjapur  Road,4.0,225.0,4,3420.0
11061,Sarjapur  Road,2.0,78.0,2,1242.0
11182,Sarjapur  Road,2.0,69.0,2,1129.0
11280,Sarjapur  Road,2.0,75.0,3,1157.0
11315,Sarjapur  Road,2.0,74.0,2,1323.0
11611,Sarjapur  Road,2.0,70.44,3,1314.0
11655,Sarjapur  Road,3.0,130.0,3,2100.0
11709,Sarjapur  Road,1.0,35.8,1,702.0
11876,Sarjapur  Road,2.0,60.8,2,1026.0
11922,Sarjapur  Road,2.0,70.0,2,1216.0
12036,Sarjapur  Road,2.0,62.0,2,1112.0
12045,Sarjapur  Road,2.0,60.0,2,1273.0
12160,Sarjapur  Road,2.0,69.0,3,1157.0
12174,Sarjapur  Road,2.0,60.8,2,1026.0
12263,Sarjapur  Road,2.0,70.0,2,1370.0
12308,Sarjapur  Road,2.0,74.03,2,1346.0
12324,Sarjapur  Road,1.0,26.0,1,475.0
12343,Sarjapur  Road,2.0,56.86,2,1197.0
12548,Sarjapur  Road,2.0,116.0,3,1660.0
12562,Sarjapur  Road,2.0,57.0,2,1194.0
12671,Sarjapur  Road,2.0,69.61,2,1346.0
12718,Sarjapur  Road,3.0,98.38,3,1612.0
12755,Sarjapur  Road,2.0,88.0,2,1290.0
12764,Sarjapur  Road,2.0,86.0,2,1371.0
12773,Sarjapur  Road,3.0,139.0,3,2140.0
12809,Sarjapur  Road,2.0,55.0,2,1044.0
12835,Sarjapur  Road,3.0,85.0,3,1600.0
12916,Sarjapur  Road,2.0,69.5,2,1309.0
12926,Sarjapur  Road,3.0,100.0,3,1691.0
12991,Sarjapur  Road,2.0,80.0,2,1367.0
12994,Sarjapur  Road,3.0,78.0,3,1565.0
13027,Sarjapur  Road,4.0,242.0,4,4395.0
13093,Sarjapur  Road,2.0,74.03,2,1346.0
13154,Sarjapur  Road,2.0,58.0,2,1112.0
13164,Sarjapur  Road,2.0,75.0,2,1340.0
13210,Sarjapur  Road,3.0,89.0,3,1850.0
13248,Sarjapur  Road,2.0,70.0,2,1132.0
97,Sarjapura - Attibele Road,2.0,48.0,3,1330.0
1962,Sarjapura - Attibele Road,2.0,45.95,3,1329.0
3563,Sarjapura - Attibele Road,3.0,85.0,3,2400.0
3699,Sarjapura - Attibele Road,3.0,52.0,3,1676.0
7173,Sarjapura - Attibele Road,2.0,37.0,2,1308.0
7428,Sarjapura - Attibele Road,2.0,31.77,2,1073.0
9427,Sarjapura - Attibele Road,2.0,49.0,3,1330.0
10267,Sarjapura - Attibele Road,2.0,37.0,2,1090.0
11183,Sarjapura - Attibele Road,2.0,36.0,2,1126.0
11318,Sarjapura - Attibele Road,1.0,23.65,1,740.0
12776,Sarjapura - Attibele Road,3.0,52.0,3,1555.0
1808,Sector 2 HSR Layout,2.0,75.0,2,1296.0
3443,Sector 2 HSR Layout,2.0,65.0,2,1143.0
7108,Sector 2 HSR Layout,3.0,110.0,3,1665.0
11135,Sector 2 HSR Layout,3.0,90.0,3,1600.0
12453,Sector 2 HSR Layout,2.0,66.0,2,1231.0
518,Sector 7 HSR Layout,5.0,275.0,4,3000.0
1753,Sector 7 HSR Layout,2.0,98.86,2,1163.0
2386,Sector 7 HSR Layout,3.0,145.0,3,1760.0
4076,Sector 7 HSR Layout,2.0,98.86,2,1163.0
4974,Sector 7 HSR Layout,2.0,115.0,2,1342.0
5594,Sector 7 HSR Layout,3.0,160.0,3,1760.0
8013,Sector 7 HSR Layout,3.0,142.0,3,1760.0
10602,Sector 7 HSR Layout,2.0,195.0,3,2400.0
12590,Sector 7 HSR Layout,2.0,98.77,2,1162.0
964,Seegehalli,2.0,35.14,2,901.0
1064,Seegehalli,2.0,42.9,3,1150.0
2006,Seegehalli,1.0,50.0,2,800.0
2202,Seegehalli,3.0,65.0,3,1525.0
3153,Seegehalli,2.0,62.0,3,1200.0
4385,Seegehalli,2.0,72.0,2,1155.0
4501,Seegehalli,4.0,82.0,3,1830.0
4567,Seegehalli,3.0,235.0,3,4000.0
4579,Seegehalli,5.0,150.0,4,3000.0
5084,Seegehalli,4.0,140.0,4,2800.0
5150,Seegehalli,2.0,41.0,2,1096.0
6622,Seegehalli,3.0,68.0,3,1553.0
8368,Seegehalli,2.0,45.0,2,1134.0
9818,Seegehalli,3.0,80.0,3,1683.0
12096,Seegehalli,2.0,50.0,2,1176.0
5130,Shampura,1.0,35.0,2,700.0
5219,Shampura,3.0,70.0,3,1400.0
5669,Shampura,3.0,78.0,3,1475.0
3479,Shivaji Nagar,2.0,55.0,2,850.0
4961,Shivaji Nagar,3.0,130.0,2,1554.0
6549,Shivaji Nagar,1.0,306.0,1,3820.0
10153,Shivaji Nagar,2.0,49.5,2,703.0
637,Singasandra,2.0,65.0,3,1440.0
1574,Singasandra,6.0,195.0,4,3850.0
2393,Singasandra,2.0,52.0,2,1100.0
2643,Singasandra,2.0,58.0,3,1306.0
3572,Singasandra,2.0,65.0,2,1300.0
6806,Singasandra,2.0,58.0,2,1375.0
10389,Singasandra,3.0,75.0,3,1510.0
10909,Singasandra,2.0,56.0,2,1179.0
11140,Singasandra,2.0,67.0,2,1416.0
11256,Singasandra,2.0,73.0,3,1476.0
11719,Singasandra,2.0,60.0,2,1465.0
998,Somasundara Palya,2.0,67.0,2,1255.0
2482,Somasundara Palya,2.0,68.0,2,1448.0
3141,Somasundara Palya,2.0,60.0,2,1260.0
3712,Somasundara Palya,2.0,48.0,2,1033.0
3990,Somasundara Palya,2.0,70.0,2,1329.0
8252,Somasundara Palya,3.0,95.0,3,1650.0
2736,Sompura,2.0,37.0,3,1025.0
5969,Sompura,2.0,39.0,2,1126.0
10696,Sompura,2.0,32.0,2,825.0
12406,Sompura,2.0,47.0,3,1350.0
12886,Sompura,3.0,85.0,4,2150.0
1993,Sonnenahalli,2.0,43.75,2,896.0
3465,Sonnenahalli,2.0,50.53,2,1011.0
5908,Sonnenahalli,1.0,30.715,1,614.5
7443,Sonnenahalli,3.0,74.18,3,1484.0
7866,Sonnenahalli,3.0,80.48,3,1610.0
10666,Sonnenahalli,2.0,65.0,3,1415.0
11062,Sonnenahalli,2.0,58.0,2,1268.0
11124,Sonnenahalli,2.0,56.0,2,1268.0
12432,Sonnenahalli,1.0,30.24,1,605.0
12606,Sonnenahalli,3.0,75.0,3,1484.0
479,Subramanyapura,2.0,50.17,2,929.0
2127,Subramanyapura,2.0,58.0,2,985.0
2299,Subramanyapura,2.0,68.0,3,1245.0
2545,Subramanyapura,2.0,73.0,2,1313.0
3240,Subramanyapura,2.0,66.5,2,1313.0
3782,Subramanyapura,3.0,72.0,3,1330.0
4069,Subramanyapura,2.0,48.0,2,929.0
5118,Subramanyapura,2.0,55.0,2,950.0
6523,Subramanyapura,3.0,90.0,3,1800.0
8360,Subramanyapura,2.0,55.0,2,960.0
8963,Subramanyapura,2.0,73.0,3,1260.0
9491,Subramanyapura,3.0,62.71,3,1278.0
9593,Subramanyapura,3.0,70.0,3,1278.0
9941,Subramanyapura,2.0,49.0,2,929.0
10584,Subramanyapura,3.0,130.0,3,2495.0
10868,Subramanyapura,1.0,51.0,2,929.0
10971,Subramanyapura,3.0,110.0,3,1880.0
2932,Sultan Palaya,3.0,120.0,3,1700.0
5199,Sultan Palaya,2.0,45.0,2,900.0
9743,Sultan Palaya,2.0,65.0,2,1009.0
10249,Sultan Palaya,5.0,325.0,4,5000.0
420,TC Palaya,2.0,60.0,2,1200.0
892,TC Palaya,2.0,66.0,3,1200.0
1051,TC Palaya,3.0,66.0,3,1200.0
1069,TC Palaya,2.0,75.0,3,1350.0
1784,TC Palaya,2.0,65.0,2,1200.0
1804,TC Palaya,2.0,70.0,2,1200.0
1877,TC Palaya,2.0,55.0,2,900.0
2138,TC Palaya,2.0,66.0,3,1200.0
2232,TC Palaya,2.0,66.5,3,1200.0
2855,TC Palaya,2.0,55.0,2,900.0
3258,TC Palaya,2.0,66.0,2,1200.0
4918,TC Palaya,2.0,66.0,3,1200.0
5629,TC Palaya,2.0,66.5,3,1200.0
5889,TC Palaya,2.0,55.0,2,900.0
5958,TC Palaya,2.0,66.0,3,1200.0
6569,TC Palaya,2.0,55.0,2,900.0
6585,TC Palaya,3.0,83.0,3,1500.0
6867,TC Palaya,2.0,65.0,2,1200.0
7047,TC Palaya,2.0,75.0,2,1500.0
8307,TC Palaya,2.0,66.0,3,1200.0
8582,TC Palaya,2.0,65.0,2,1100.0
8660,TC Palaya,3.0,66.0,3,1200.0
9109,TC Palaya,2.0,66.0,3,1200.0
9262,TC Palaya,2.0,66.0,3,1200.0
10213,TC Palaya,2.0,66.0,3,1200.0
10549,TC Palaya,2.0,70.0,2,1200.0
10694,TC Palaya,2.0,55.0,2,900.0
10844,TC Palaya,2.0,55.0,2,900.0
11189,TC Palaya,2.0,64.0,2,1082.0
11513,TC Palaya,3.0,100.0,3,1995.0
11638,TC Palaya,2.0,66.0,3,1200.0
11867,TC Palaya,2.0,66.0,3,1200.0
12645,TC Palaya,2.0,66.0,3,1200.0
12745,TC Palaya,2.0,66.0,3,1200.0
12818,TC Palaya,2.0,66.0,3,1200.0
271,Talaghattapura,3.0,131.0,3,1868.0
1643,Talaghattapura,3.0,120.0,3,2038.5
1969,Talaghattapura,3.0,126.0,3,2106.0
3590,Talaghattapura,3.0,121.0,3,1868.0
3803,Talaghattapura,3.0,126.0,3,2106.0
4459,Talaghattapura,3.0,120.0,3,1868.0
5062,Talaghattapura,3.0,115.0,3,1804.0
6425,Talaghattapura,3.0,153.0,3,2254.0
6504,Talaghattapura,3.0,148.0,3,2106.0
8034,Talaghattapura,3.0,159.0,3,2273.0
8291,Talaghattapura,3.0,147.0,3,2099.0
10030,Talaghattapura,3.0,145.0,3,2273.0
10394,Talaghattapura,2.0,62.0,2,1175.0
10507,Talaghattapura,3.0,127.0,3,1804.0
12990,Talaghattapura,3.0,122.0,3,2038.5
13159,Talaghattapura,3.0,159.0,3,2265.0
13189,Talaghattapura,3.0,134.0,3,2099.0
94,Thanisandra,2.0,80.0,2,1296.0
117,Thanisandra,3.0,74.75,3,1436.0
792,Thanisandra,2.0,83.0,2,1296.0
983,Thanisandra,3.0,100.0,3,1825.0
1107,Thanisandra,3.0,135.0,3,2144.0
1111,Thanisandra,2.0,62.0,3,1240.0
1139,Thanisandra,2.0,70.0,2,1093.0
1200,Thanisandra,2.0,79.0,3,1265.0
1216,Thanisandra,3.0,97.38,3,1651.0
1921,Thanisandra,3.0,101.0,3,1564.0
2403,Thanisandra,3.0,90.0,3,1800.0
2547,Thanisandra,3.0,95.0,3,1573.0
2645,Thanisandra,3.0,122.0,3,1917.0
2747,Thanisandra,2.0,68.0,2,1098.0
3009,Thanisandra,3.0,112.0,3,2002.0
3553,Thanisandra,3.0,93.25,3,1743.0
3783,Thanisandra,2.0,59.74,2,1183.0
3954,Thanisandra,2.0,72.0,2,1296.0
4316,Thanisandra,3.0,102.0,3,1698.0
4456,Thanisandra,3.0,115.0,3,1801.0
4609,Thanisandra,2.0,82.0,2,1265.0
4652,Thanisandra,4.0,113.0,3,1917.0
4665,Thanisandra,1.0,42.0,1,662.0
4880,Thanisandra,3.0,106.0,3,1922.0
5677,Thanisandra,2.0,65.0,3,1200.0
5766,Thanisandra,4.0,100.0,3,1917.0
5933,Thanisandra,3.0,135.0,3,2127.0
5964,Thanisandra,2.0,75.0,2,1276.0
6047,Thanisandra,5.0,135.0,4,2259.0
6067,Thanisandra,2.0,78.0,2,1265.0
6302,Thanisandra,2.0,55.0,2,934.0
6412,Thanisandra,2.0,68.0,2,1056.0
6883,Thanisandra,2.0,68.1,2,1093.0
7180,Thanisandra,3.0,107.0,3,1698.0
7702,Thanisandra,2.0,56.0,2,965.0
7717,Thanisandra,3.0,95.0,3,1546.0
7759,Thanisandra,3.0,110.0,3,1697.0
7768,Thanisandra,3.0,88.0,3,1492.0
7786,Thanisandra,3.0,122.0,3,2072.0
8000,Thanisandra,3.0,120.0,3,1880.0
8047,Thanisandra,2.0,60.0,2,1200.0
8073,Thanisandra,2.0,58.0,1,933.0
8168,Thanisandra,3.0,110.0,3,1917.0
8217,Thanisandra,4.0,123.0,3,1996.0
8240,Thanisandra,2.0,77.25,2,1183.0
8451,Thanisandra,3.0,88.0,3,1491.0
8456,Thanisandra,3.0,95.0,3,1881.0
8652,Thanisandra,3.0,100.0,3,1564.0
8916,Thanisandra,3.0,98.0,3,1573.0
9042,Thanisandra,2.0,65.0,2,1056.0
9166,Thanisandra,2.0,75.0,2,1343.0
9196,Thanisandra,4.0,122.0,3,1935.0
9335,Thanisandra,2.0,55.0,2,933.0
9362,Thanisandra,2.0,77.3,2,1183.0
9681,Thanisandra,1.0,38.0,1,662.0
9740,Thanisandra,2.0,72.0,2,1265.0
10003,Thanisandra,2.0,65.0,3,1241.0
10290,Thanisandra,2.0,71.0,2,1098.0
10413,Thanisandra,2.0,65.0,3,1262.0
10650,Thanisandra,3.0,112.0,3,1732.0
10781,Thanisandra,1.0,61.0,1,933.0
10847,Thanisandra,3.0,107.0,3,1702.0
10897,Thanisandra,4.0,125.0,3,2030.0
10939,Thanisandra,2.0,59.0,2,1140.0
11118,Thanisandra,3.0,90.0,3,1573.0
11336,Thanisandra,3.0,96.0,3,1595.0
11429,Thanisandra,2.0,65.0,2,1226.0
11628,Thanisandra,2.0,80.0,3,1261.0
11844,Thanisandra,4.0,117.0,3,1884.0
11890,Thanisandra,2.0,54.0,2,965.0
11956,Thanisandra,4.0,122.0,3,1930.0
12027,Thanisandra,2.0,68.0,3,1241.0
12074,Thanisandra,4.0,120.0,3,1930.0
12097,Thanisandra,3.0,115.0,3,1801.0
12103,Thanisandra,6.0,116.0,3,1806.0
12104,Thanisandra,4.0,220.0,4,3671.0
12445,Thanisandra,4.0,125.0,3,1965.0
12792,Thanisandra,3.0,100.0,3,1573.0
13272,Thanisandra,2.0,65.59,2,1226.0
337,Thigalarapalya,6.0,230.0,4,3122.0
2029,Thigalarapalya,6.0,235.0,4,3122.0
2369,Thigalarapalya,4.0,150.0,3,2072.0
2555,Thigalarapalya,2.0,103.0,2,1418.0
2638,Thigalarapalya,2.0,101.0,2,1418.0
2964,Thigalarapalya,2.0,104.0,2,1418.0
3613,Thigalarapalya,5.0,225.0,4,3122.0
3641,Thigalarapalya,6.0,210.0,4,2912.0
3939,Thigalarapalya,2.0,103.0,2,1418.0
4140,Thigalarapalya,4.0,147.0,3,2072.0
4679,Thigalarapalya,2.0,106.0,2,1418.0
4728,Thigalarapalya,4.0,156.0,3,2215.0
5014,Thigalarapalya,2.0,104.0,2,1418.0
5223,Thigalarapalya,6.0,237.0,4,3122.0
5234,Thigalarapalya,2.0,105.0,2,1418.0
5457,Thigalarapalya,2.0,104.0,2,1418.0
5543,Thigalarapalya,4.0,160.0,3,2215.0
5952,Thigalarapalya,2.0,106.0,2,1418.0
6145,Thigalarapalya,4.0,155.0,3,2072.0
6482,Thigalarapalya,4.0,135.0,3,1830.0
6940,Thigalarapalya,2.0,105.0,2,1418.0
7806,Thigalarapalya,4.0,152.0,3,2072.0
8038,Thigalarapalya,4.0,155.0,3,2072.0
8387,Thigalarapalya,6.0,235.0,4,3122.0
8420,Thigalarapalya,4.0,153.0,3,2072.0
8654,Thigalarapalya,4.0,157.0,3,2072.0
8881,Thigalarapalya,2.0,105.0,2,1418.0
9128,Thigalarapalya,5.0,249.0,4,3362.0
10036,Thigalarapalya,3.0,133.0,3,1830.0
10514,Thigalarapalya,4.0,157.0,3,2215.0
10773,Thigalarapalya,4.0,151.0,3,2072.0
11161,Thigalarapalya,2.0,105.0,2,1400.0
11452,Thigalarapalya,4.0,162.0,3,2215.0
12738,Thigalarapalya,2.0,98.0,2,1297.0
911,Thubarahalli,4.0,239.0,4,3800.0
1356,Thubarahalli,2.0,78.0,2,1200.0
1757,Thubarahalli,2.0,75.0,2,1128.0
4807,Thubarahalli,2.0,70.0,2,1085.0
5991,Thubarahalli,2.0,80.0,2,1216.0
6324,Thubarahalli,2.0,79.0,2,1200.0
6631,Thubarahalli,2.0,80.0,2,1200.0
6658,Thubarahalli,2.0,79.55,2,1200.0
7473,Thubarahalli,3.0,90.0,3,1540.0
8172,Thubarahalli,3.0,175.0,3,2625.0
10561,Thubarahalli,3.0,90.0,3,1540.0
12774,Thubarahalli,3.0,101.0,3,1584.0
6550,Thyagaraja Nagar,4.0,145.0,5,2000.0
12155,Thyagaraja Nagar,2.0,95.25,3,1270.0
12166,Thyagaraja Nagar,2.0,68.0,2,1040.0
2885,Tindlu,7.0,400.0,7,7500.0
11850,Tindlu,2.0,59.8,2,1165.0
11995,Tindlu,2.0,55.0,2,1050.0
13015,Tindlu,2.0,55.0,2,1100.0
624,Tumkur Road,3.0,95.0,3,1500.0
799,Tumkur Road,3.0,112.0,3,1779.0
1263,Tumkur Road,3.0,100.0,3,1586.0
1754,Tumkur Road,2.0,72.0,2,1098.0
1943,Tumkur Road,3.0,90.0,3,1354.0
2298,Tumkur Road,2.0,84.0,3,1240.0
2590,Tumkur Road,2.0,82.0,2,1239.0
2651,Tumkur Road,2.0,82.0,2,1246.0
4206,Tumkur Road,3.0,100.0,3,1500.0
6078,Tumkur Road,3.0,94.0,3,1416.0
6946,Tumkur Road,2.0,68.62,2,1027.0
6973,Tumkur Road,2.0,95.0,3,1459.0
7052,Tumkur Road,2.0,60.0,2,992.0
9286,Tumkur Road,2.0,79.0,3,1240.0
9486,Tumkur Road,2.0,95.0,3,1441.0
10766,Tumkur Road,2.0,83.0,3,1240.0
11291,Tumkur Road,2.0,67.0,2,1027.0
12935,Tumkur Road,3.0,85.86,3,1354.0
334,Ulsoor,3.0,215.0,3,2135.0
1702,Ulsoor,2.0,120.0,2,1275.0
2936,Ulsoor,2.0,100.0,2,1180.0
3088,Ulsoor,2.0,125.0,3,1500.0
4060,Ulsoor,3.0,185.0,3,2000.0
5694,Ulsoor,2.0,120.0,2,1255.0
12315,Ulsoor,3.0,170.0,3,2135.0
2,Uttarahalli,2.0,62.0,3,1440.0
39,Uttarahalli,2.0,45.0,2,1143.0
336,Uttarahalli,2.0,45.0,2,1020.0
761,Uttarahalli,2.0,45.0,2,1101.0
974,Uttarahalli,2.0,47.0,2,1175.0
1095,Uttarahalli,2.0,62.55,3,1390.0
1096,Uttarahalli,2.0,56.0,3,1330.0
1199,Uttarahalli,2.0,45.0,2,1008.0
1208,Uttarahalli,2.0,60.47,3,1390.0
1238,Uttarahalli,3.0,66.68,3,1617.0
1242,Uttarahalli,2.0,49.0,2,1150.0
1477,Uttarahalli,2.0,56.0,3,1330.0
1488,Uttarahalli,2.0,44.0,2,1200.0
1900,Uttarahalli,2.0,39.71,2,993.0
1922,Uttarahalli,2.0,45.0,2,1045.0
1988,Uttarahalli,2.0,37.93,2,850.0
2363,Uttarahalli,2.0,57.0,3,1345.0
2402,Uttarahalli,2.0,43.55,2,1089.0
2558,Uttarahalli,2.0,48.0,2,1279.0
2564,Uttarahalli,2.0,68.27,3,1845.0
2666,Uttarahalli,2.0,64.0,3,1425.0
2965,Uttarahalli,2.0,42.0,2,1050.0
3079,Uttarahalli,2.0,55.0,3,1300.0
3175,Uttarahalli,2.0,55.0,3,1250.0
3400,Uttarahalli,3.0,50.0,3,1200.0
3422,Uttarahalli,2.0,43.0,2,1085.0
3471,Uttarahalli,2.0,53.0,3,1350.0
3491,Uttarahalli,2.0,47.0,2,1175.0
3686,Uttarahalli,2.0,47.0,2,1175.0
3973,Uttarahalli,2.0,52.85,3,1215.0
3984,Uttarahalli,3.0,51.19,3,1312.5
4042,Uttarahalli,2.0,53.0,2,1325.0
4181,Uttarahalli,2.0,35.0,2,850.0
4307,Uttarahalli,2.0,59.6,3,1490.0
4584,Uttarahalli,2.0,61.2,3,1360.0
4927,Uttarahalli,2.0,45.36,2,1134.0
5057,Uttarahalli,2.0,55.44,3,1320.0
5081,Uttarahalli,2.0,61.16,3,1390.0
5103,Uttarahalli,2.0,45.0,2,1090.0
5131,Uttarahalli,2.0,42.0,2,1050.0
5146,Uttarahalli,2.0,48.0,2,1123.0
5162,Uttarahalli,2.0,56.0,3,1329.0
5168,Uttarahalli,2.0,35.0,2,938.0
5406,Uttarahalli,1.0,45.0,2,1100.0
5413,Uttarahalli,2.0,47.0,2,1125.0
5427,Uttarahalli,2.0,47.0,3,1300.0
5758,Uttarahalli,2.0,62.55,3,1390.0
5785,Uttarahalli,2.0,59.6,3,1490.0
6207,Uttarahalli,2.0,45.0,2,1160.0
6341,Uttarahalli,2.0,58.0,3,1480.0
6430,Uttarahalli,2.0,53.55,2,1190.0
6492,Uttarahalli,2.0,57.0,3,1330.0
6629,Uttarahalli,2.0,50.0,3,1250.0
6807,Uttarahalli,2.0,48.0,2,1125.0
6910,Uttarahalli,2.0,55.44,3,1320.0
6933,Uttarahalli,2.0,50.19,3,1255.0
7004,Uttarahalli,2.0,50.19,3,1255.0
7092,Uttarahalli,2.0,42.59,2,1065.0
7102,Uttarahalli,2.0,46.76,2,1075.0
7160,Uttarahalli,2.0,42.59,3,1065.0
7346,Uttarahalli,2.0,52.85,3,1215.0
7437,Uttarahalli,3.0,58.0,3,1590.0
7578,Uttarahalli,2.0,50.0,3,1250.0
7684,Uttarahalli,2.0,40.08,2,1002.0
7687,Uttarahalli,2.0,40.08,2,1002.0
7957,Uttarahalli,2.0,40.0,2,1075.0
7990,Uttarahalli,3.0,60.0,3,1580.0
8207,Uttarahalli,2.0,47.65,2,1125.0
8402,Uttarahalli,2.0,55.0,2,1300.0
8619,Uttarahalli,2.0,47.0,2,1125.0
8908,Uttarahalli,2.0,50.0,3,1250.0
8952,Uttarahalli,2.0,50.0,3,1250.0
9028,Uttarahalli,2.0,47.0,2,1175.0
9096,Uttarahalli,2.0,62.82,3,1525.0
9111,Uttarahalli,3.0,57.0,3,1590.0
9443,Uttarahalli,2.0,48.0,2,1213.0
9469,Uttarahalli,2.0,59.0,3,1475.0
9582,Uttarahalli,2.0,35.0,2,900.0
9650,Uttarahalli,2.0,42.6,2,1065.0
9813,Uttarahalli,2.0,50.0,3,1250.0
9861,Uttarahalli,2.0,47.0,2,1125.0
9870,Uttarahalli,2.0,55.25,3,1270.0
9923,Uttarahalli,2.0,55.25,3,1270.0
10095,Uttarahalli,2.0,45.0,2,1107.0
10271,Uttarahalli,3.0,68.0,3,1500.0
10390,Uttarahalli,2.0,50.0,2,1120.0
10618,Uttarahalli,2.0,46.0,2,1150.0
10710,Uttarahalli,2.0,58.0,3,1330.0
10805,Uttarahalli,3.0,57.0,3,1590.0
10816,Uttarahalli,2.0,42.0,2,1050.0
10911,Uttarahalli,2.0,48.0,2,1125.0
11069,Uttarahalli,2.0,57.0,3,1345.0
11138,Uttarahalli,2.0,57.0,3,1345.0
11227,Uttarahalli,2.0,59.6,3,1490.0
11752,Uttarahalli,2.0,39.5,2,1000.0
12064,Uttarahalli,1.0,45.0,2,1125.0
12101,Uttarahalli,2.0,53.0,3,1308.0
12254,Uttarahalli,3.0,57.0,3,1590.0
12296,Uttarahalli,2.0,57.0,3,1330.0
12316,Uttarahalli,2.0,47.0,2,1125.0
12372,Uttarahalli,1.0,42.09,2,1165.0
12448,Uttarahalli,2.0,55.0,2,1260.0
12463,Uttarahalli,2.0,53.36,2,1284.0
12482,Uttarahalli,2.0,45.99,2,1150.0
12731,Uttarahalli,2.0,56.12,3,1290.0
12967,Uttarahalli,2.0,56.0,3,1328.0
13088,Uttarahalli,2.0,56.12,3,1290.0
13230,Uttarahalli,3.0,57.0,3,1590.0
